,Kod,Isim,ForexBuying,ForexSelling,BanknoteBuying,BanknoteSelling,CrossRateUSD,CrossRateOther,Tarih
292,DKK,DANİMARKA KRONU,0.87813,0.88245,0.87752,0.88447,6.7417,,2020-01-22
293,EUR,EURO,6.5723,6.5841,6.5677,6.5940,,1.1084,2020-01-22
294,GBP,İNGİLİZ STERLİNİ,7.7334,7.7737,7.7280,7.7854,,1.3065,2020-01-22
295,USD,ABD DOLARI,5.9293,5.9400,5.9252,5.9489,,,2020-01-22
296,CHF,İSVİÇRE FRANGI,6.0899,6.1290,6.0808,6.1382,0.9714,,2020-01-22
297,SEK,İSVEÇ KRONU,0.62048,0.62690,0.62004,0.62834,9.5154,,2020-01-22
298,CAD,KANADA DOLARI,4.5299,4.5504,4.5132,4.5677,1.3072,,2020-01-22
299,NOK,NORVEÇ KRONU,0.65874,0.66316,0.65828,0.66469,8.9790,,2020-01-22
300,JPY,JAPON YENİ,5.3854,5.4211,5.3655,5.4417,109.57,,2020-01-23
301,QAR,KATAR RİYALİ,1.6155,1.6366,,,3.6410,,2020-01-23
302,PKR,PAKİSTAN RUPİSİ,0.03804,0.03854,,,154.63,,2020-01-23
303,CNY,ÇİN YUANI,0.84852,0.85963,,,6.9321,,2020-01-23
304,IRR,İRAN RİYALİ,0.01400,0.01419,,,42000,,2020-01-23
305,RUB,RUS RUBLESİ,0.09497,0.09621,,,61.93,,2020-01-23
306,RON,RUMEN LEYİ,1.3644,1.3823,,,4.3110,,2020-01-23
307,BGN,BULGAR LEVASI,3.3345,3.3782,,,1.7640,,2020-01-23
308,SAR,SUUDİ ARABİSTAN RİYALİ,1.5768,1.5797,1.5650,1.5915,3.7513,,2020-01-23
309,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.1675,,,,,1.37953,2020-01-23
310,KWD,KUVEYT DİNARI,19.3671,19.6205,19.0766,19.9148,,3.2926,2020-01-23
311,USD,ABD DOLARI,5.9152,5.9259,5.9111,5.9348,,,2020-01-23
312,AUD,AVUSTRALYA DOLARI,4.0536,4.0801,4.0350,4.1046,1.4558,,2020-01-23
313,DKK,DANİMARKA KRONU,0.87627,0.88057,0.87566,0.88260,6.7400,,2020-01-23
314,EUR,EURO,6.5585,6.5703,6.5539,6.5802,,1.1088,2020-01-23
315,NOK,NORVEÇ KRONU,0.65635,0.66076,0.65589,0.66228,8.9902,,2020-01-23
316,CHF,İSVİÇRE FRANGI,6.0928,6.1319,6.0836,6.1411,0.9686,,2020-01-23
317,SEK,İSVEÇ KRONU,0.61966,0.62607,0.61922,0.62751,9.5054,,2020-01-23
318,CAD,KANADA DOLARI,4.4885,4.5087,4.4719,4.5259,1.3161,,2020-01-23
319,GBP,İNGİLİZ STERLİNİ,7.7552,7.7957,7.7498,7.8073,,1.3133,2020-01-23
320,SAR,SUUDİ ARABİSTAN RİYALİ,1.5805,1.5833,1.5686,1.5952,3.7513,,2020-01-24
321,QAR,KATAR RİYALİ,1.6192,1.6404,,,3.6410,,2020-01-24
322,PKR,PAKİSTAN RUPİSİ,0.03814,0.03864,,,154.58,,2020-01-24
323,CNY,ÇİN YUANI,0.84991,0.86103,,,6.9367,,2020-01-24
324,IRR,İRAN RİYALİ,0.01404,0.01422,,,42000,,2020-01-24
325,RUB,RUS RUBLESİ,0.09541,0.09666,,,61.79,,2020-01-24
326,RON,RUMEN LEYİ,1.3622,1.3800,,,4.3280,,2020-01-24
327,BGN,BULGAR LEVASI,3.3288,3.3723,,,1.7711,,2020-01-24
328,JPY,JAPON YENİ,5.3976,5.4333,5.3776,5.4539,109.58,,2020-01-24
329,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.1745,,,,,1.37755,2020-01-24
330,NOK,NORVEÇ KRONU,0.65731,0.66173,0.65685,0.66325,8.9976,,2020-01-24
331,CAD,KANADA DOLARI,4.5089,4.5292,4.4922,4.5464,1.3131,,2020-01-24
332,SEK,İSVEÇ KRONU,0.61873,0.62514,0.61830,0.62658,9.5413,,2020-01-24
333,CHF,İSVİÇRE FRANGI,6.0961,6.1352,6.0870,6.1445,0.9703,,2020-01-24
334,GBP,İNGİLİZ STERLİNİ,7.7616,7.8021,7.7562,7.8138,,1.3114,2020-01-24
335,EUR,EURO,6.5473,6.5591,6.5427,6.5689,,1.1043,2020-01-24
336,DKK,DANİMARKA KRONU,0.87476,0.87905,0.87415,0.88108,6.7671,,2020-01-24
337,AUD,AVUSTRALYA DOLARI,4.0490,4.0754,4.0304,4.0998,1.4608,,2020-01-24
338,USD,ABD DOLARI,5.9288,5.9394,5.9246,5.9483,,,2020-01-24
339,KWD,KUVEYT DİNARI,19.4046,19.6585,19.1135,19.9533,,3.2914,2020-01-24
340,BGN,BULGAR LEVASI,3.3288,3.3723,,,1.7736,,2020-01-27
341,RON,RUMEN LEYİ,1.3618,1.3796,,,4.3354,,2020-01-27
342,RUB,RUS RUBLESİ,0.09446,0.09569,,,62.50,,2020-01-27
343,JPY,JAPON YENİ,5.4355,5.4715,5.4154,5.4923,108.97,,2020-01-27
344,CNY,ÇİN YUANI,0.85111,0.86225,,,6.9367,,2020-01-27
345,PKR,PAKİSTAN RUPİSİ,0.03820,0.03870,,,154.56,,2020-01-27
346,QAR,KATAR RİYALİ,1.6215,1.6427,,,3.6410,,2020-01-27
347,IRR,İRAN RİYALİ,0.01406,0.01424,,,42000,,2020-01-27
348,SAR,SUUDİ ARABİSTAN RİYALİ,1.5827,1.5855,1.5708,1.5974,3.7513,,2020-01-27
349,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.1844,,,,,1.37728,2020-01-27
350,KWD,KUVEYT DİNARI,19.4388,19.6931,19.1472,19.9885,,3.2926,2020-01-27
351,USD,ABD DOLARI,5.9371,5.9478,5.9330,5.9567,,,2020-01-27
352,AUD,AVUSTRALYA DOLARI,4.0171,4.0433,3.9987,4.0676,1.4745,,2020-01-27
353,DKK,DANİMARKA KRONU,0.87476,0.87905,0.87414,0.88108,6.7766,,2020-01-27
354,EUR,EURO,6.5471,6.5589,6.5425,6.5687,,1.1027,2020-01-27
355,NOK,NORVEÇ KRONU,0.65169,0.65607,0.65123,0.65758,9.0880,,2020-01-27
356,CHF,İSVİÇRE FRANGI,6.1048,6.1440,6.0957,6.1532,0.9703,,2020-01-27
357,SEK,İSVEÇ KRONU,0.61663,0.62302,0.61620,0.62445,9.5873,,2020-01-27
358,CAD,KANADA DOLARI,4.4996,4.5199,4.4829,4.5370,1.3177,,2020-01-27
359,GBP,İNGİLİZ STERLİNİ,7.7541,7.7945,7.7486,7.8062,,1.3083,2020-01-27
360,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.1740,,,,,1.37639,2020-01-28
361,QAR,KATAR RİYALİ,1.6205,1.6417,,,3.6410,,2020-01-28
362,PKR,PAKİSTAN RUPİSİ,0.03817,0.03867,,,154.58,,2020-01-28
363,CNY,ÇİN YUANI,0.85058,0.86171,,,6.9367,,2020-01-28
364,IRR,İRAN RİYALİ,0.01405,0.01423,,,42000,,2020-01-28
365,RUB,RUS RUBLESİ,0.09388,0.09511,,,62.85,,2020-01-28
366,RON,RUMEN LEYİ,1.3600,1.3778,,,4.3385,,2020-01-28
367,JPY,JAPON YENİ,5.4334,5.4694,5.4133,5.4902,108.94,,2020-01-28
368,SAR,SUUDİ ARABİSTAN RİYALİ,1.5815,1.5844,1.5697,1.5963,3.7517,,2020-01-28
369,BGN,BULGAR LEVASI,3.3236,3.3671,,,1.7753,,2020-01-28
370,KWD,KUVEYT DİNARI,19.4203,19.6745,19.1290,19.9696,,3.2915,2020-01-28
371,USD,ABD DOLARI,5.9334,5.9441,5.9293,5.9530,,,2020-01-28
372,AUD,AVUSTRALYA DOLARI,3.9960,4.0220,3.9776,4.0462,1.4814,,2020-01-28
373,DKK,DANİMARKA KRONU,0.87341,0.87770,0.87280,0.87972,6.7828,,2020-01-28
374,EUR,EURO,6.5369,6.5487,6.5324,6.5585,,1.1017,2020-01-28
375,NOK,NORVEÇ KRONU,0.64659,0.65094,0.64614,0.65244,9.1539,,2020-01-28
376,CHF,İSVİÇRE FRANGI,6.1027,6.1419,6.0936,6.1511,0.9700,,2020-01-28
377,SEK,İSVEÇ KRONU,0.61348,0.61983,0.61305,0.62125,9.6306,,2020-01-28
378,CAD,KANADA DOLARI,4.4911,4.5113,4.4744,4.5285,1.3194,,2020-01-28
379,GBP,İNGİLİZ STERLİNİ,7.7133,7.7535,7.7079,7.7651,,1.3022,2020-01-28
380,SAR,SUUDİ ARABİSTAN RİYALİ,1.5834,1.5862,1.5715,1.5981,3.7518,,2020-01-29
381,QAR,KATAR RİYALİ,1.6224,1.6436,,,3.6410,,2020-01-29
382,PKR,PAKİSTAN RUPİSİ,0.03823,0.03873,,,154.53,,2020-01-29
383,CNY,ÇİN YUANI,0.85159,0.86273,,,6.9367,,2020-01-29
384,IRR,İRAN RİYALİ,0.01406,0.01425,,,42000,,2020-01-29
385,RUB,RUS RUBLESİ,0.09453,0.09577,,,62.49,,2020-01-29
386,RON,RUMEN LEYİ,1.3605,1.3783,,,4.3419,,2020-01-29
387,BGN,BULGAR LEVASI,3.3237,3.3672,,,1.7773,,2020-01-29
388,JPY,JAPON YENİ,5.4328,5.4688,5.4127,5.4896,109.08,,2020-01-29
389,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.1796,,,,,1.37570,2020-01-29
390,NOK,NORVEÇ KRONU,0.64918,0.65355,0.64873,0.65505,9.1282,,2020-01-29
391,CAD,KANADA DOLARI,4.5040,4.5243,4.4874,4.5415,1.3171,,2020-01-29
392,USD,ABD DOLARI,5.9405,5.9512,5.9363,5.9601,,,2020-01-29
393,AUD,AVUSTRALYA DOLARI,4.0042,4.0303,3.9858,4.0545,1.4801,,2020-01-29
394,DKK,DANİMARKA KRONU,0.87343,0.87772,0.87282,0.87974,6.7907,,2020-01-29
395,KWD,KUVEYT DİNARI,19.4340,19.6883,19.1425,19.9836,,3.2899,2020-01-29
396,GBP,İNGİLİZ STERLİNİ,7.7190,7.7592,7.7136,7.7709,,1.3016,2020-01-29
397,CHF,İSVİÇRE FRANGI,6.0827,6.1218,6.0736,6.1309,0.9744,,2020-01-29
398,SEK,İSVEÇ KRONU,0.61528,0.62165,0.61485,0.62308,9.6138,,2020-01-29
399,EUR,EURO,6.5371,6.5489,6.5325,6.5587,,1.1004,2020-01-29
400,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.2263,,,,,1.37633,2020-01-30
401,SAR,SUUDİ ARABİSTAN RİYALİ,1.5917,1.5945,1.5797,1.6065,3.7518,,2020-01-30
402,PKR,PAKİSTAN RUPİSİ,0.03844,0.03894,,,154.48,,2020-01-30
403,CNY,ÇİN YUANI,0.85605,0.86725,,,6.9367,,2020-01-30
404,IRR,İRAN RİYALİ,0.01414,0.01432,,,42000,,2020-01-30
405,RUB,RUS RUBLESİ,0.09426,0.09549,,,63.00,,2020-01-30
406,RON,RUMEN LEYİ,1.3684,1.3863,,,4.3394,,2020-01-30
407,BGN,BULGAR LEVASI,3.3446,3.3883,,,1.7755,,2020-01-30
408,JPY,JAPON YENİ,5.4706,5.5068,5.4503,5.5277,108.90,,2020-01-30
409,QAR,KATAR RİYALİ,1.6309,1.6522,,,3.6410,,2020-01-30
410,NOK,NORVEÇ KRONU,0.64692,0.65127,0.64647,0.65277,9.2082,,2020-01-30
411,CAD,KANADA DOLARI,4.5119,4.5322,4.4952,4.5495,1.3217,,2020-01-30
412,SEK,İSVEÇ KRONU,0.61661,0.62299,0.61618,0.62443,9.6434,,2020-01-30
413,CHF,İSVİÇRE FRANGI,6.1334,6.1728,6.1242,6.1820,0.9714,,2020-01-30
414,GBP,İNGİLİZ STERLİNİ,7.7598,7.8002,7.7543,7.8119,,1.3017,2020-01-30
415,EUR,EURO,6.5782,6.5901,6.5736,6.6000,,1.1016,2020-01-30
416,DKK,DANİMARKA KRONU,0.87894,0.88326,0.87832,0.88529,6.7836,,2020-01-30
417,AUD,AVUSTRALYA DOLARI,4.0101,4.0362,3.9916,4.0605,1.4856,,2020-01-30
418,USD,ABD DOLARI,5.9716,5.9824,5.9674,5.9913,,,2020-01-30
419,KWD,KUVEYT DİNARI,19.5341,19.7897,19.2411,20.0866,,3.2896,2020-01-30
420,BGN,BULGAR LEVASI,3.3488,3.3926,,,1.7735,,2020-01-31
421,RON,RUMEN LEYİ,1.3708,1.3888,,,4.3325,,2020-01-31
422,RUB,RUS RUBLESİ,0.09382,0.09505,,,63.30,,2020-01-31
423,JPY,JAPON YENİ,5.4667,5.5029,5.4464,5.5238,108.99,,2020-01-31
424,CNY,ÇİN YUANI,0.85619,0.86739,,,6.9367,,2020-01-31
425,PKR,PAKİSTAN RUPİSİ,0.03844,0.03894,,,154.51,,2020-01-31
426,QAR,KATAR RİYALİ,1.6248,1.6460,,,3.6554,,2020-01-31
427,IRR,İRAN RİYALİ,0.01414,0.01433,,,42000,,2020-01-31
428,SAR,SUUDİ ARABİSTAN RİYALİ,1.5919,1.5948,1.5800,1.6067,3.7518,,2020-01-31
429,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.2351,,,,,1.37759,2020-01-31
430,KWD,KUVEYT DİNARI,19.5427,19.7984,19.2495,20.0954,,3.2905,2020-01-31
431,USD,ABD DOLARI,5.9726,5.9833,5.9684,5.9923,,,2020-01-31
432,AUD,AVUSTRALYA DOLARI,3.9916,4.0176,3.9732,4.0417,1.4928,,2020-01-31
433,DKK,DANİMARKA KRONU,0.87999,0.88431,0.87937,0.88635,6.7766,,2020-01-31
434,EUR,EURO,6.5864,6.5983,6.5818,6.6082,,1.1028,2020-01-31
435,NOK,NORVEÇ KRONU,0.64650,0.65085,0.64605,0.65234,9.2157,,2020-01-31
436,CHF,İSVİÇRE FRANGI,6.1426,6.1821,6.1334,6.1913,0.9701,,2020-01-31
437,SEK,İSVEÇ KRONU,0.61518,0.62155,0.61475,0.62298,9.6674,,2020-01-31
438,CAD,KANADA DOLARI,4.5092,4.5296,4.4925,4.5468,1.3227,,2020-01-31
439,GBP,İNGİLİZ STERLİNİ,7.8223,7.8631,7.8168,7.8749,,1.3119,2020-01-31
440,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.2406,,,,,1.37781,2020-02-03
441,QAR,KATAR RİYALİ,1.6320,1.6533,,,3.6410,,2020-02-03
442,PKR,PAKİSTAN RUPİSİ,0.03846,0.03896,,,154.51,,2020-02-03
443,CNY,ÇİN YUANI,0.84641,0.85749,,,7.0203,,2020-02-03
444,IRR,İRAN RİYALİ,0.01415,0.01433,,,42000,,2020-02-03
445,RUB,RUS RUBLESİ,0.09309,0.09430,,,63.83,,2020-02-03
446,RON,RUMEN LEYİ,1.3761,1.3942,,,4.3179,,2020-02-03
447,JPY,JAPON YENİ,5.4923,5.5286,5.4719,5.5496,108.54,,2020-02-03
448,SAR,SUUDİ ARABİSTAN RİYALİ,1.5927,1.5956,1.5808,1.6075,3.7518,,2020-02-03
449,BGN,BULGAR LEVASI,3.3634,3.4074,,,1.7667,,2020-02-03
450,KWD,KUVEYT DİNARI,19.5327,19.7882,19.2397,20.0851,,3.2872,2020-02-03
451,NOK,NORVEÇ KRONU,0.64490,0.64923,0.64445,0.65073,9.2431,,2020-02-03
452,AUD,AVUSTRALYA DOLARI,3.9925,4.0186,3.9742,4.0427,1.4932,,2020-02-03
453,DKK,DANİMARKA KRONU,0.88387,0.88821,0.88325,0.89026,6.7501,,2020-02-03
454,EUR,EURO,6.6154,6.6273,6.6107,6.6372,,1.1071,2020-02-03
455,USD,ABD DOLARI,5.9755,5.9863,5.9713,5.9953,,,2020-02-03
456,CHF,İSVİÇRE FRANGI,6.1813,6.2209,6.1720,6.2303,0.9645,,2020-02-03
457,SEK,İSVEÇ KRONU,0.61749,0.62389,0.61706,0.62532,9.6359,,2020-02-03
458,CAD,KANADA DOLARI,4.5063,4.5266,4.4896,4.5438,1.3243,,2020-02-03
459,GBP,İNGİLİZ STERLİNİ,7.8164,7.8571,7.8109,7.8689,,1.3103,2020-02-03
460,JPY,JAPON YENİ,5.4653,5.5015,5.4451,5.5224,109.00,,2020-02-04
461,QAR,KATAR RİYALİ,1.6309,1.6522,,,3.6410,,2020-02-04
462,PKR,PAKİSTAN RUPİSİ,0.03846,0.03896,,,154.41,,2020-02-04
463,CNY,ÇİN YUANI,0.84902,0.86013,,,6.9939,,2020-02-04
464,IRR,İRAN RİYALİ,0.01414,0.01432,,,42000,,2020-02-04
465,RUB,RUS RUBLESİ,0.09368,0.09491,,,63.39,,2020-02-04
466,RON,RUMEN LEYİ,1.3740,1.3919,,,4.3218,,2020-02-04
467,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.2263,,,,,1.37637,2020-02-04
468,SAR,SUUDİ ARABİSTAN RİYALİ,1.5916,1.5945,1.5797,1.6064,3.7518,,2020-02-04
469,BGN,BULGAR LEVASI,3.3564,3.4003,,,1.7691,,2020-02-04
470,KWD,KUVEYT DİNARI,19.5163,19.7717,19.2236,20.0683,,3.2867,2020-02-04
471,USD,ABD DOLARI,5.9714,5.9822,5.9673,5.9912,,,2020-02-04
472,AUD,AVUSTRALYA DOLARI,4.0007,4.0268,3.9823,4.0509,1.4891,,2020-02-04
473,DKK,DANİMARKA KRONU,0.88202,0.88635,0.88140,0.88839,6.7597,,2020-02-04
474,EUR,EURO,6.6017,6.6136,6.5971,6.6235,,1.1056,2020-02-04
475,NOK,NORVEÇ KRONU,0.64455,0.64889,0.64410,0.65038,9.2417,,2020-02-04
476,CHF,İSVİÇRE FRANGI,6.1525,6.1920,6.1432,6.2013,0.9683,,2020-02-04
477,SEK,İSVEÇ KRONU,0.61733,0.62372,0.61689,0.62515,9.6319,,2020-02-04
478,CAD,KANADA DOLARI,4.4905,4.5108,4.4739,4.5279,1.3280,,2020-02-04
479,GBP,İNGİLİZ STERLİNİ,7.7461,7.7865,7.7407,7.7982,,1.2994,2020-02-04
480,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.2270,,,,,1.37544,2020-02-05
481,QAR,KATAR RİYALİ,1.6321,1.6535,,,3.6410,,2020-02-05
482,PKR,PAKİSTAN RUPİSİ,0.03848,0.03898,,,154.44,,2020-02-05
483,CNY,ÇİN YUANI,0.85040,0.86152,,,6.9879,,2020-02-05
484,IRR,İRAN RİYALİ,0.01415,0.01433,,,42000,,2020-02-05
485,RUB,RUS RUBLESİ,0.09450,0.09573,,,62.88,,2020-02-05
486,RON,RUMEN LEYİ,1.3722,1.3902,,,4.3306,,2020-02-05
487,JPY,JAPON YENİ,5.4423,5.4783,5.4222,5.4991,109.54,,2020-02-05
488,SAR,SUUDİ ARABİSTAN RİYALİ,1.5929,1.5958,1.5810,1.6077,3.7516,,2020-02-05
489,BGN,BULGAR LEVASI,3.3514,3.3953,,,1.7731,,2020-02-05
490,KWD,KUVEYT DİNARI,19.5396,19.7953,19.2465,20.0922,,3.2881,2020-02-05
491,USD,ABD DOLARI,5.9760,5.9867,5.9718,5.9957,,,2020-02-05
492,AUD,AVUSTRALYA DOLARI,4.0278,4.0540,4.0092,4.0784,1.4802,,2020-02-05
493,DKK,DANİMARKA KRONU,0.88072,0.88504,0.88010,0.88708,6.7748,,2020-02-05
494,EUR,EURO,6.5918,6.6036,6.5871,6.6135,,1.1030,2020-02-05
495,NOK,NORVEÇ KRONU,0.64741,0.65176,0.64695,0.65326,9.2080,,2020-02-05
496,CHF,İSVİÇRE FRANGI,6.1415,6.1809,6.1323,6.1902,0.9708,,2020-02-05
497,SEK,İSVEÇ KRONU,0.62122,0.62765,0.62078,0.62909,9.5788,,2020-02-05
498,CAD,KANADA DOLARI,4.4940,4.5142,4.4773,4.5314,1.3280,,2020-02-05
499,GBP,İNGİLİZ STERLİNİ,7.7834,7.8240,7.7780,7.8358,,1.3047,2020-02-05
500,SAR,SUUDİ ARABİSTAN RİYALİ,1.5935,1.5964,1.5816,1.6084,3.7516,,2020-02-06
501,QAR,KATAR RİYALİ,1.6327,1.6541,,,3.6410,,2020-02-06
502,PKR,PAKİSTAN RUPİSİ,0.03848,0.03898,,,154.49,,2020-02-06
503,CNY,ÇİN YUANI,0.85286,0.86402,,,6.9705,,2020-02-06
504,IRR,İRAN RİYALİ,0.01415,0.01434,,,42000,,2020-02-06
505,RUB,RUS RUBLESİ,0.09438,0.09561,,,62.99,,2020-02-06
506,RON,RUMEN LEYİ,1.3720,1.3899,,,4.3330,,2020-02-06
507,BGN,BULGAR LEVASI,3.3436,3.3873,,,1.7780,,2020-02-06
508,JPY,JAPON YENİ,5.4272,5.4632,5.4071,5.4839,109.89,,2020-02-06
509,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.2196,,,,,1.37366,2020-02-06
510,NOK,NORVEÇ KRONU,0.64733,0.65168,0.64688,0.65318,9.2127,,2020-02-06
511,CAD,KANADA DOLARI,4.4955,4.5158,4.4789,4.5330,1.3280,,2020-02-06
512,USD,ABD DOLARI,5.9783,5.9891,5.9741,5.9981,,,2020-02-06
513,AUD,AVUSTRALYA DOLARI,4.0248,4.0511,4.0063,4.0754,1.4819,,2020-02-06
514,DKK,DANİMARKA KRONU,0.87866,0.88297,0.87804,0.88501,6.7934,,2020-02-06
515,KWD,KUVEYT DİNARI,19.5400,19.7957,19.2469,20.0926,,3.2869,2020-02-06
516,GBP,İNGİLİZ STERLİNİ,7.7438,7.7842,7.7384,7.7959,,1.2975,2020-02-06
517,CHF,İSVİÇRE FRANGI,6.1219,6.1613,6.1128,6.1705,0.9743,,2020-02-06
518,SEK,İSVEÇ KRONU,0.62082,0.62725,0.62038,0.62869,9.5888,,2020-02-06
519,EUR,EURO,6.5761,6.5880,6.5715,6.5978,,1.1000,2020-02-06
520,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.2050,,,,,1.37138,2020-02-07
521,QAR,KATAR RİYALİ,1.6325,1.6538,,,3.6412,,2020-02-07
522,PKR,PAKİSTAN RUPİSİ,0.03849,0.03899,,,154.44,,2020-02-07
523,CNY,ÇİN YUANI,0.85040,0.86152,,,6.9898,,2020-02-07
524,IRR,İRAN RİYALİ,0.01415,0.01434,,,42000,,2020-02-07
525,RUB,RUS RUBLESİ,0.09342,0.09464,,,63.63,,2020-02-07
526,RON,RUMEN LEYİ,1.3681,1.3860,,,4.3447,,2020-02-07
527,JPY,JAPON YENİ,5.4276,5.4635,5.4075,5.4843,109.87,,2020-02-07
528,NOK,NORVEÇ KRONU,0.64403,0.64836,0.64358,0.64985,9.2589,,2020-02-07
529,BGN,BULGAR LEVASI,3.3311,3.3746,,,1.7845,,2020-02-07
530,SAR,SUUDİ ARABİSTAN RİYALİ,1.5934,1.5963,1.5814,1.6082,3.7516,,2020-02-07
531,CAD,KANADA DOLARI,4.4869,4.5071,4.4703,4.5242,1.3305,,2020-02-07
532,SEK,İSVEÇ KRONU,0.61737,0.62376,0.61694,0.62519,9.6413,,2020-02-07
533,CHF,İSVİÇRE FRANGI,6.1112,6.1505,6.1020,6.1597,0.9759,,2020-02-07
534,GBP,İNGİLİZ STERLİNİ,7.7172,7.7574,7.7118,7.7691,,1.2932,2020-02-07
535,EUR,EURO,6.5518,6.5636,6.5472,6.5734,,1.0961,2020-02-07
536,DKK,DANİMARKA KRONU,0.87543,0.87973,0.87482,0.88175,6.8176,,2020-02-07
537,AUD,AVUSTRALYA DOLARI,3.9927,4.0187,3.9743,4.0428,1.4936,,2020-02-07
538,USD,ABD DOLARI,5.9776,5.9884,5.9735,5.9974,,,2020-02-07
539,KWD,KUVEYT DİNARI,19.5326,19.7882,19.2396,20.0850,,3.2860,2020-02-07
540,JPY,JAPON YENİ,5.4478,5.4839,5.4277,5.5047,109.78,,2020-02-10
541,BGN,BULGAR LEVASI,3.3376,3.3813,,,1.7862,,2020-02-10
542,RON,RUMEN LEYİ,1.3694,1.3873,,,4.3533,,2020-02-10
543,RUB,RUS RUBLESİ,0.09335,0.09457,,,63.86,,2020-02-10
544,SAR,SUUDİ ARABİSTAN RİYALİ,1.5982,1.6011,1.5863,1.6131,3.7510,,2020-02-10
545,CNY,ÇİN YUANI,0.85395,0.86512,,,6.9811,,2020-02-10
546,PKR,PAKİSTAN RUPİSİ,0.03858,0.03908,,,154.53,,2020-02-10
547,QAR,KATAR RİYALİ,1.6357,1.6571,,,3.6446,,2020-02-10
548,IRR,İRAN RİYALİ,0.01419,0.01438,,,42000,,2020-02-10
549,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.2266,,,,,1.37100,2020-02-10
550,NOK,NORVEÇ KRONU,0.64647,0.65082,0.64602,0.65231,9.2508,,2020-02-10
551,CAD,KANADA DOLARI,4.5033,4.5236,4.4867,4.5408,1.3295,,2020-02-10
552,USD,ABD DOLARI,5.9951,6.0059,5.9909,6.0149,,,2020-02-10
553,AUD,AVUSTRALYA DOLARI,4.0050,4.0311,3.9865,4.0553,1.4934,,2020-02-10
554,DKK,DANİMARKA KRONU,0.87712,0.88143,0.87651,0.88346,6.8243,,2020-02-10
555,KWD,KUVEYT DİNARI,19.5710,19.8270,19.2774,20.1244,,3.2829,2020-02-10
556,GBP,İNGİLİZ STERLİNİ,7.7231,7.7634,7.7177,7.7750,,1.2904,2020-02-10
557,CHF,İSVİÇRE FRANGI,6.1181,6.1574,6.1089,6.1666,0.9776,,2020-02-10
558,SEK,İSVEÇ KRONU,0.61820,0.62460,0.61776,0.62603,9.6564,,2020-02-10
559,EUR,EURO,6.5644,6.5762,6.5598,6.5861,,1.0950,2020-02-10
560,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,8.2632,,,,,1.36977,2020-02-11
561,SAR,SUUDİ ARABİSTAN RİYALİ,1.6069,1.6098,1.5949,1.6219,3.7507,,2020-02-11
562,PKR,PAKİSTAN RUPİSİ,0.03881,0.03932,,,154.42,,2020-02-11
563,CNY,ÇİN YUANI,0.85925,0.87049,,,6.9751,,2020-02-11
564,IRR,İRAN RİYALİ,0.01427,0.01446,,,42000,,2020-02-11
565,RUB,RUS RUBLESİ,0.09390,0.09513,,,63.83,,2020-02-11
566,RON,RUMEN LEYİ,1.3717,1.3896,,,4.3694,,2020-02-11
567,BGN,BULGAR LEVASI,3.3443,3.3881,,,1.7921,,2020-02-11
568,JPY,JAPON YENİ,5.4720,5.5082,5.4518,5.5292,109.88,,2020-02-11
569,QAR,KATAR RİYALİ,1.6461,1.6676,,,3.6410,,2020-02-11
570,NOK,NORVEÇ KRONU,0.64918,0.65354,0.64873,0.65505,9.2614,,2020-02-11
571,CAD,KANADA DOLARI,4.5279,4.5483,4.5111,4.5656,1.3293,,2020-02-11
572,SEK,İSVEÇ KRONU,0.62134,0.62777,0.62090,0.62921,9.6590,,2020-02-11
573,CHF,İSVİÇRE FRANGI,6.1504,6.1899,6.1412,6.1992,0.9777,,2020-02-11
574,GBP,İNGİLİZ STERLİNİ,7.7741,7.8146,7.7686,7.8263,,1.2921,2020-02-11
575,EUR,EURO,6.5777,6.5896,6.5731,6.5995,,1.0914,2020-02-11
576,DKK,DANİMARKA KRONU,0.87891,0.88323,0.87830,0.88526,6.8468,,2020-02-11
577,AUD,AVUSTRALYA DOLARI,4.0344,4.0607,4.0158,4.0851,1.4904,,2020-02-11
578,USD,ABD DOLARI,6.0271,6.0380,6.0229,6.0470,,,2020-02-11
579,KWD,KUVEYT DİNARI,19.6676,19.9249,19.3726,20.2238,,3.2816,2020-02-11
580,BGN,BULGAR LEVASI,3.3418,3.3855,,,1.7918,,2020-02-12
581,RON,RUMEN LEYİ,1.3710,1.3889,,,4.3675,,2020-02-12
582,IRR,İRAN RİYALİ,0.01426,0.01444,,,42000,,2020-02-12
583,JPY,JAPON YENİ,5.4628,5.4990,5.4426,5.5199,109.96,,2020-02-12
