Fon Kodu	Tarih	Attribute	Value
TGR	2024-02-04	Fon Alış Valörü	1.0
TGR	2024-02-04	Max. Satış İşlem Miktarı	90.000.000.000
TGR	2024-02-04	Fonun Faiz İçeriği	
TGR	2024-02-04	Fonun Risk Değeri	6
TGR	2024-02-04	Min. Alış İşlem Miktarı	1
TGR	2024-02-04	Fon Satış Valörü	3.0
TGR	2024-02-04	İşlem Başlangıç Saati	09:00
TGR	2024-02-04	ISIN Kodu	TRYAKPO00997
TGR	2024-02-04	Son İşlem Saati	17:45
TGR	2024-02-04	Min. Satış İşlem Miktarı	1
TGR	2024-02-04	Giriş Komisyonu	
TGR	2024-02-04	Kodu	TGR
TGX	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TGX	2024-02-04	Min. Satış İşlem Miktarı	1
TGX	2024-02-04	Fon Satış Valörü	3.0
TGX	2024-02-04	Kodu	TGX
TGX	2024-02-04	Fonun Risk Değeri	6
TGX	2024-02-04	İşlem Başlangıç Saati	09:00
TGX	2024-02-04	Fonun Faiz İçeriği	
TGX	2024-02-04	Fon Alış Valörü	1.0
TGX	2024-02-04	Giriş Komisyonu	
TGX	2024-02-04	Min. Alış İşlem Miktarı	1
TGX	2024-02-04	Max. Satış İşlem Miktarı	200.000.000
TGX	2024-02-04	ISIN Kodu	TRYTEBP00286
TGX	2024-02-04	Çıkış Komisyonu	
TGX	2024-02-04	Max. Alış İşlem Miktarı	200.000.000
TGX	2024-02-04	Son İşlem Saati	17:45
THD	2024-02-04	Kodu	THD
THD	2024-02-04	ISIN Kodu	TRYKIGP00061
THD	2024-02-04	Max. Satış İşlem Miktarı	
THD	2024-02-04	Son İşlem Saati	17:45
THD	2024-02-04	Min. Alış İşlem Miktarı	1
THD	2024-02-04	Giriş Komisyonu	
THD	2024-02-04	Max. Alış İşlem Miktarı	
THD	2024-02-04	Fon Satış Valörü	2.0
THD	2024-02-04	Fonun Risk Değeri	6
THD	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
THD	2024-02-04	Fonun Faiz İçeriği	
THD	2024-02-04	İşlem Başlangıç Saati	09:00
THD	2024-02-04	Fon Alış Valörü	1.0
THD	2024-02-04	Çıkış Komisyonu	
THD	2024-02-04	Min. Satış İşlem Miktarı	1
TI2	2024-02-04	Giriş Komisyonu	
TI2	2024-02-04	Max. Satış İşlem Miktarı	
TI2	2024-02-04	Son İşlem Saati	17:45
TI2	2024-02-04	Fon Satış Valörü	2.0
TI2	2024-02-04	Çıkış Komisyonu	
TI2	2024-02-04	ISIN Kodu	TRMTI2WWWWW8
TI2	2024-02-04	Max. Alış İşlem Miktarı	
TI2	2024-02-04	Fon Alış Valörü	1.0
TI2	2024-02-04	Min. Satış İşlem Miktarı	1
TI2	2024-02-04	Min. Alış İşlem Miktarı	1
TI2	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TI2	2024-02-04	Fonun Faiz İçeriği	
TI2	2024-02-04	Kodu	TI2
TI2	2024-02-04	Fonun Risk Değeri	6
TI2	2024-02-04	İşlem Başlangıç Saati	09:00
TI3	2024-02-04	Giriş Komisyonu	
TI3	2024-02-04	Fonun Faiz İçeriği	
TI3	2024-02-04	Kodu	TI3
TI3	2024-02-04	Fonun Risk Değeri	7
TI3	2024-02-04	Çıkış Komisyonu	
TI3	2024-02-04	Fon Alış Valörü	1.0
TI3	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TI3	2024-02-04	ISIN Kodu	TRMTI3WWWWW6
TI3	2024-02-04	Max. Satış İşlem Miktarı	
TI3	2024-02-04	Son İşlem Saati	17:45
TI3	2024-02-04	Fon Satış Valörü	2.0
TI3	2024-02-04	Min. Satış İşlem Miktarı	1
TI3	2024-02-04	Min. Alış İşlem Miktarı	1
TI3	2024-02-04	İşlem Başlangıç Saati	09:00
TI3	2024-02-04	Max. Alış İşlem Miktarı	
TI4	2024-02-04	Min. Alış İşlem Miktarı	1
TI4	2024-02-04	Fonun Risk Değeri	
TI4	2024-02-04	Çıkış Komisyonu	
TI4	2024-02-04	Giriş Komisyonu	
TI4	2024-02-04	Fon Satış Valörü	1.0
TI4	2024-02-04	Max. Satış İşlem Miktarı	
TI4	2024-02-04	ISIN Kodu	TRMTI4WWWWW4
TI4	2024-02-04	Kodu	TI4
TI4	2024-02-04	Fonun Faiz İçeriği	
TI4	2024-02-04	İşlem Başlangıç Saati	09:00
TI4	2024-02-04	Min. Satış İşlem Miktarı	1
TI4	2024-02-04	Max. Alış İşlem Miktarı	
TI4	2024-02-04	Fon Alış Valörü	1.0
TI4	2024-02-04	Son İşlem Saati	17:45
TI4	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TI6	2024-02-04	İşlem Başlangıç Saati	09:00
TI6	2024-02-04	Max. Satış İşlem Miktarı	
TI6	2024-02-04	Fon Satış Valörü	1.0
TI6	2024-02-04	Min. Alış İşlem Miktarı	1
TI6	2024-02-04	Çıkış Komisyonu	
TI6	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TI6	2024-02-04	Fon Alış Valörü	1.0
TI6	2024-02-04	Fonun Risk Değeri	3
TI6	2024-02-04	ISIN Kodu	TRMTI6WWWWW9
TI6	2024-02-04	Giriş Komisyonu	
TI6	2024-02-04	Max. Alış İşlem Miktarı	
TI6	2024-02-04	Son İşlem Saati	17:45
TI6	2024-02-04	Fonun Faiz İçeriği	
TI6	2024-02-04	Kodu	TI6
TI6	2024-02-04	Min. Satış İşlem Miktarı	1
TI7	2024-02-04	Fonun Risk Değeri	
TI7	2024-02-04	Max. Alış İşlem Miktarı	
TI7	2024-02-04	Fon Satış Valörü	2.0
TI7	2024-02-04	Fonun Faiz İçeriği	
TI7	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TI7	2024-02-04	Fon Alış Valörü	1.0
TI7	2024-02-04	İşlem Başlangıç Saati	09:00
TI7	2024-02-04	ISIN Kodu	TRMTI7WWWWW7
TI7	2024-02-04	Giriş Komisyonu	
TI7	2024-02-04	Son İşlem Saati	17:45
TI7	2024-02-04	Min. Alış İşlem Miktarı	1
TI7	2024-02-04	Kodu	TI7
TI7	2024-02-04	Çıkış Komisyonu	
TI7	2024-02-04	Min. Satış İşlem Miktarı	1
TI7	2024-02-04	Max. Satış İşlem Miktarı	
TIE	2024-02-04	Son İşlem Saati	17:45
TIE	2024-02-04	Çıkış Komisyonu	
TIE	2024-02-04	Min. Satış İşlem Miktarı	1
TIE	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TIE	2024-02-04	Fonun Faiz İçeriği	
TIE	2024-02-04	Min. Alış İşlem Miktarı	1
TIE	2024-02-04	Fonun Risk Değeri	6
TIE	2024-02-04	ISIN Kodu	TRMTIEWWWWW3
TIE	2024-02-04	Max. Satış İşlem Miktarı	
TIE	2024-02-04	Kodu	TIE
TIE	2024-02-04	Fon Satış Valörü	2.0
TIE	2024-02-04	Max. Alış İşlem Miktarı	
TIE	2024-02-04	Fon Alış Valörü	1.0
TIE	2024-02-04	İşlem Başlangıç Saati	09:00
TIE	2024-02-04	Giriş Komisyonu	
TJF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TJF	2024-02-04	ISIN Kodu	TRYTEBP00195
TJF	2024-02-04	Fonun Risk Değeri	7
TJF	2024-02-04	Min. Alış İşlem Miktarı	1
TJF	2024-02-04	Giriş Komisyonu	
TJF	2024-02-04	Max. Satış İşlem Miktarı	200.000.000
TJF	2024-02-04	Min. Satış İşlem Miktarı	1
TJF	2024-02-04	Çıkış Komisyonu	
TJF	2024-02-04	Max. Alış İşlem Miktarı	200.000.000
TJF	2024-02-04	İşlem Başlangıç Saati	09:00
TJF	2024-02-04	Fon Alış Valörü	1.0
TJF	2024-02-04	Fonun Faiz İçeriği	
TJF	2024-02-04	Fon Satış Valörü	3.0
TJF	2024-02-04	Kodu	TJF
TJF	2024-02-04	Son İşlem Saati	17:45
TJI	2024-02-04	Giriş Komisyonu	
TJI	2024-02-04	Min. Satış İşlem Miktarı	1
TJI	2024-02-04	Fonun Risk Değeri	5
TJI	2024-02-04	Fon Alış Valörü	1.0
TJI	2024-02-04	Max. Satış İşlem Miktarı	200.000.000
TJI	2024-02-04	Fon Satış Valörü	3.0
TJI	2024-02-04	ISIN Kodu	TRYTEBP00203
TJI	2024-02-04	Kodu	TJI
TJI	2024-02-04	Fonun Faiz İçeriği	
TJI	2024-02-04	Son İşlem Saati	17:45
TJI	2024-02-04	Max. Alış İşlem Miktarı	200.000.000
TJI	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TJI	2024-02-04	Min. Alış İşlem Miktarı	1
TJI	2024-02-04	Çıkış Komisyonu	
TJI	2024-02-04	İşlem Başlangıç Saati	09:00
TJT	2024-02-04	ISIN Kodu	TRYTEBP00229
TJT	2024-02-04	Fonun Faiz İçeriği	
TJT	2024-02-04	İşlem Başlangıç Saati	09:00
TJT	2024-02-04	Min. Satış İşlem Miktarı	1
TJT	2024-02-04	Giriş Komisyonu	
TJT	2024-02-04	Kodu	TJT
TJT	2024-02-04	Max. Alış İşlem Miktarı	10.000.000
TJT	2024-02-04	Fonun Risk Değeri	6
TJT	2024-02-04	Fon Satış Valörü	3.0
TJT	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TJT	2024-02-04	Çıkış Komisyonu	
TJT	2024-02-04	Max. Satış İşlem Miktarı	10.000.000
TJT	2024-02-04	Son İşlem Saati	17:45
TJT	2024-02-04	Fon Alış Valörü	1.0
TJT	2024-02-04	Min. Alış İşlem Miktarı	1
TKF	2024-02-04	Fon Alış Valörü	1.0
TKF	2024-02-04	Max. Alış İşlem Miktarı	
TKF	2024-02-04	Fonun Faiz İçeriği	
TKF	2024-02-04	Min. Satış İşlem Miktarı	1
TKF	2024-02-04	Fonun Risk Değeri	6
TKF	2024-02-04	Max. Satış İşlem Miktarı	
TKF	2024-02-04	İşlem Başlangıç Saati	09:00
TKF	2024-02-04	Giriş Komisyonu	
TKF	2024-02-04	Çıkış Komisyonu	
TKF	2024-02-04	Kodu	TKF
TKF	2024-02-04	Fon Satış Valörü	2.0
TKF	2024-02-04	Min. Alış İşlem Miktarı	1
TKF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TKF	2024-02-04	ISIN Kodu	TRMTA1WWWWW8
TKF	2024-02-04	Son İşlem Saati	17:30
TLE	2024-02-04	Max. Alış İşlem Miktarı	
TLE	2024-02-04	Son İşlem Saati	13:30
TLE	2024-02-04	Fon Alış Valörü	1.0
TLE	2024-02-04	Fonun Risk Değeri	
TLE	2024-02-04	Fonun Faiz İçeriği	
TLE	2024-02-04	Max. Satış İşlem Miktarı	
TLE	2024-02-04	Giriş Komisyonu	
TLE	2024-02-04	Min. Alış İşlem Miktarı	100
TLE	2024-02-04	ISIN Kodu	TRYTALP00028
TLE	2024-02-04	Fon Satış Valörü	3.0
TLE	2024-02-04	İşlem Başlangıç Saati	09:30
TLE	2024-02-04	Min. Satış İşlem Miktarı	100
TLE	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TLE	2024-02-04	Çıkış Komisyonu	
TLE	2024-02-04	Kodu	TLE
TLH	2024-02-04	Fon Alış Valörü	1.0
TLH	2024-02-04	ISIN Kodu	TRYTALP00010
TLH	2024-02-04	Çıkış Komisyonu	
TLH	2024-02-04	Min. Satış İşlem Miktarı	100
TLH	2024-02-04	Max. Satış İşlem Miktarı	
TLH	2024-02-04	Min. Alış İşlem Miktarı	100
TLH	2024-02-04	Giriş Komisyonu	
TLH	2024-02-04	Kodu	TLH
TLH	2024-02-04	Fonun Faiz İçeriği	
TLH	2024-02-04	Max. Alış İşlem Miktarı	
TLH	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TLH	2024-02-04	Son İşlem Saati	13:30
TLH	2024-02-04	Fon Satış Valörü	2.0
TLH	2024-02-04	Fonun Risk Değeri	
TLH	2024-02-04	İşlem Başlangıç Saati	09:30
TLZ	2024-02-04	Fon Alış Valörü	1.0
TLZ	2024-02-04	Min. Alış İşlem Miktarı	1
TLZ	2024-02-04	Kodu	TLZ
TLZ	2024-02-04	Çıkış Komisyonu	
TLZ	2024-02-04	Max. Alış İşlem Miktarı	
TLZ	2024-02-04	ISIN Kodu	TRYATAP00054
TLZ	2024-02-04	Min. Satış İşlem Miktarı	1
TLZ	2024-02-04	Son İşlem Saati	17:30
TLZ	2024-02-04	İşlem Başlangıç Saati	09:00
TLZ	2024-02-04	Giriş Komisyonu	
TLZ	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TLZ	2024-02-04	Fon Satış Valörü	2.0
TLZ	2024-02-04	Max. Satış İşlem Miktarı	
TLZ	2024-02-04	Fonun Risk Değeri	6
TLZ	2024-02-04	Fonun Faiz İçeriği	
TMC	2024-02-04	Çıkış Komisyonu	
TMC	2024-02-04	Min. Alış İşlem Miktarı	1
TMC	2024-02-04	Min. Satış İşlem Miktarı	1
TMC	2024-02-04	Fonun Risk Değeri	3
TMC	2024-02-04	Max. Satış İşlem Miktarı	
TMC	2024-02-04	Son İşlem Saati	17:45
TMC	2024-02-04	Fon Satış Valörü	1.0
TMC	2024-02-04	İşlem Başlangıç Saati	09:00
TMC	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TMC	2024-02-04	Fonun Faiz İçeriği	
TMC	2024-02-04	Fon Alış Valörü	1.0
TMC	2024-02-04	ISIN Kodu	TRYTISB00075
TMC	2024-02-04	Kodu	TMC
TMC	2024-02-04	Max. Alış İşlem Miktarı	
TMC	2024-02-04	Giriş Komisyonu	
TMG	2024-02-04	Fonun Risk Değeri	5
TMG	2024-02-04	Fonun Faiz İçeriği	
TMG	2024-02-04	Min. Satış İşlem Miktarı	2.000
TMG	2024-02-04	Giriş Komisyonu	
TMG	2024-02-04	Fon Alış Valörü	1.0
TMG	2024-02-04	Fon Satış Valörü	3.0
TMG	2024-02-04	Max. Satış İşlem Miktarı	
TMG	2024-02-04	Son İşlem Saati	17:45
TMG	2024-02-04	Min. Alış İşlem Miktarı	2.000
TMG	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TMG	2024-02-04	Çıkış Komisyonu	
TMG	2024-02-04	İşlem Başlangıç Saati	09:00
TMG	2024-02-04	Kodu	TMG
TMG	2024-02-04	ISIN Kodu	TRMTYFWWWWW7
TMG	2024-02-04	Max. Alış İşlem Miktarı	
TMM	2024-02-04	Max. Satış İşlem Miktarı	10.000.000.000
TMM	2024-02-04	İşlem Başlangıç Saati	09:00
TMM	2024-02-04	Fon Alış Valörü	1.0
TMM	2024-02-04	Max. Alış İşlem Miktarı	1.000.000.000
TMM	2024-02-04	Fon Satış Valörü	3.0
TMM	2024-02-04	Fonun Faiz İçeriği	
TMM	2024-02-04	Min. Alış İşlem Miktarı	1
TMM	2024-02-04	Çıkış Komisyonu	
TMM	2024-02-04	Fonun Risk Değeri	
TMM	2024-02-04	ISIN Kodu	TRYTRPY00074
TMM	2024-02-04	Min. Satış İşlem Miktarı	1
TMM	2024-02-04	Kodu	TMM
TMM	2024-02-04	Son İşlem Saati	13:00
TMM	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TMM	2024-02-04	Giriş Komisyonu	
TMV	2024-02-04	Kodu	TMV
TMV	2024-02-04	Fon Alış Valörü	1.0
TMV	2024-02-04	Fon Satış Valörü	3.0
TMV	2024-02-04	Min. Satış İşlem Miktarı	100
TMV	2024-02-04	Fonun Faiz İçeriği	
TMV	2024-02-04	Min. Alış İşlem Miktarı	100
TMV	2024-02-04	Max. Alış İşlem Miktarı	1.000.000.000
TMV	2024-02-04	Platform İşlem Durumu	Fon Alımına Kapalı, Fon Bozumuna Açık
TMV	2024-02-04	ISIN Kodu	TRYTRPY00058
TMV	2024-02-04	Son İşlem Saati	13:00
TMV	2024-02-04	Fonun Risk Değeri	
TMV	2024-02-04	İşlem Başlangıç Saati	09:00
TMV	2024-02-04	Max. Satış İşlem Miktarı	1.000.000.000
TMV	2024-02-04	Çıkış Komisyonu	
TMV	2024-02-04	Giriş Komisyonu	
TOT	2024-02-04	Fon Alış Valörü	1.0
TOT	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TOT	2024-02-04	Fon Satış Valörü	1.0
TOT	2024-02-04	Çıkış Komisyonu	
TOT	2024-02-04	Fonun Risk Değeri	2
TOT	2024-02-04	Fonun Faiz İçeriği	
TOT	2024-02-04	Min. Alış İşlem Miktarı	1
TOT	2024-02-04	İşlem Başlangıç Saati	09:00
TOT	2024-02-04	Kodu	TOT
TOT	2024-02-04	ISIN Kodu	TRMDPFWWWWW9
TOT	2024-02-04	Min. Satış İşlem Miktarı	1
TOT	2024-02-04	Max. Alış İşlem Miktarı	10.000.000
TOT	2024-02-04	Giriş Komisyonu	
TOT	2024-02-04	Max. Satış İşlem Miktarı	10.000.000
TOT	2024-02-04	Son İşlem Saati	17:45
TPC	2024-02-04	Min. Satış İşlem Miktarı	1
TPC	2024-02-04	Fon Satış Valörü	3.0
TPC	2024-02-04	Çıkış Komisyonu	
TPC	2024-02-04	Giriş Komisyonu	
TPC	2024-02-04	Son İşlem Saati	17:45
TPC	2024-02-04	Max. Satış İşlem Miktarı	100.000.000
TPC	2024-02-04	Min. Alış İşlem Miktarı	1
TPC	2024-02-04	İşlem Başlangıç Saati	09:00
TPC	2024-02-04	Fonun Faiz İçeriği	
TPC	2024-02-04	Max. Alış İşlem Miktarı	100.000.000
TPC	2024-02-04	ISIN Kodu	TRYTEBP00062
TPC	2024-02-04	Fonun Risk Değeri	6
TPC	2024-02-04	Fon Alış Valörü	1.0
TPC	2024-02-04	Kodu	TPC
TPC	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TPF	2024-02-04	Son İşlem Saati	17:30
TPF	2024-02-04	Kodu	TPF
TPF	2024-02-04	Fonun Risk Değeri	3
TPF	2024-02-04	Max. Alış İşlem Miktarı	
TPF	2024-02-04	Min. Satış İşlem Miktarı	1
TPF	2024-02-04	ISIN Kodu	TRYTACP00019
TPF	2024-02-04	Fon Alış Valörü	1.0
TPF	2024-02-04	Giriş Komisyonu	
TPF	2024-02-04	İşlem Başlangıç Saati	09:00
TPF	2024-02-04	Max. Satış İşlem Miktarı	
TPF	2024-02-04	Çıkış Komisyonu	
TPF	2024-02-04	Min. Alış İşlem Miktarı	1
TPF	2024-02-04	Fonun Faiz İçeriği	
TPF	2024-02-04	Fon Satış Valörü	1.0
TPF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TPJ	2024-02-04	Fon Alış Valörü	1.0
TPJ	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TPJ	2024-02-04	Min. Satış İşlem Miktarı	1
TPJ	2024-02-04	Min. Alış İşlem Miktarı	1
TPJ	2024-02-04	Giriş Komisyonu	
TPJ	2024-02-04	İşlem Başlangıç Saati	09:00
TPJ	2024-02-04	Max. Satış İşlem Miktarı	10.000.000
TPJ	2024-02-04	Fonun Risk Değeri	6
TPJ	2024-02-04	Fonun Faiz İçeriği	
TPJ	2024-02-04	Kodu	TPJ
TPJ	2024-02-04	Çıkış Komisyonu	
TPJ	2024-02-04	Max. Alış İşlem Miktarı	10.000.000
TPJ	2024-02-04	Son İşlem Saati	17:45
TPJ	2024-02-04	Fon Satış Valörü	3.0
TPJ	2024-02-04	ISIN Kodu	TRYTEBP00070
TPL	2024-02-04	Giriş Komisyonu	
TPL	2024-02-04	İşlem Başlangıç Saati	09:00
TPL	2024-02-04	ISIN Kodu	TRYTEBP00054
TPL	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TPL	2024-02-04	Min. Alış İşlem Miktarı	1
TPL	2024-02-04	Max. Alış İşlem Miktarı	1.000.000.000
TPL	2024-02-04	Kodu	TPL
TPL	2024-02-04	Fon Alış Valörü	1.0
TPL	2024-02-04	Çıkış Komisyonu	
TPL	2024-02-04	Son İşlem Saati	17:45
TPL	2024-02-04	Fonun Faiz İçeriği	
TPL	2024-02-04	Fon Satış Valörü	4.0
TPL	2024-02-04	Fonun Risk Değeri	6
TPL	2024-02-04	Min. Satış İşlem Miktarı	1
TPL	2024-02-04	Max. Satış İşlem Miktarı	1.000.000.000
TPP	2024-02-04	Fon Alış Valörü	
TPP	2024-02-04	Fon Satış Valörü	
TPP	2024-02-04	Min. Satış İşlem Miktarı	1.000
TPP	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TPP	2024-02-04	Kodu	TPP
TPP	2024-02-04	Fonun Risk Değeri	7
TPP	2024-02-04	Giriş Komisyonu	
TPP	2024-02-04	Fonun Faiz İçeriği	
TPP	2024-02-04	İşlem Başlangıç Saati	09:00
TPP	2024-02-04	Çıkış Komisyonu	
TPP	2024-02-04	Max. Satış İşlem Miktarı	40.000.000
TPP	2024-02-04	ISIN Kodu	TRYTEBP00039
TPP	2024-02-04	Max. Alış İşlem Miktarı	40.000.000
TPP	2024-02-04	Son İşlem Saati	17:45
TPP	2024-02-04	Min. Alış İşlem Miktarı	15.000
TPV	2024-02-04	Fonun Faiz İçeriği	
TPV	2024-02-04	Fonun Risk Değeri	
TPV	2024-02-04	ISIN Kodu	TRYTROY00028
TPV	2024-02-04	Kodu	TPV
TPV	2024-02-04	İşlem Başlangıç Saati	09:30
TPV	2024-02-04	Fon Alış Valörü	1.0
TPV	2024-02-04	Son İşlem Saati	13:30
TPV	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TPV	2024-02-04	Fon Satış Valörü	2.0
TPV	2024-02-04	Min. Alış İşlem Miktarı	100
TPV	2024-02-04	Min. Satış İşlem Miktarı	1
TPV	2024-02-04	Giriş Komisyonu	
TPV	2024-02-04	Max. Alış İşlem Miktarı	
TPV	2024-02-04	Max. Satış İşlem Miktarı	
TPV	2024-02-04	Çıkış Komisyonu	
TPZ	2024-02-04	Fon Satış Valörü	3.0
TPZ	2024-02-04	Çıkış Komisyonu	
TPZ	2024-02-04	Fonun Risk Değeri	6
TPZ	2024-02-04	Min. Satış İşlem Miktarı	1
TPZ	2024-02-04	İşlem Başlangıç Saati	09:00
TPZ	2024-02-04	Giriş Komisyonu	
TPZ	2024-02-04	Fonun Faiz İçeriği	
TPZ	2024-02-04	Fon Alış Valörü	1.0
TPZ	2024-02-04	ISIN Kodu	TRYTEBP00047
TPZ	2024-02-04	Max. Alış İşlem Miktarı	100.000.000
TPZ	2024-02-04	Kodu	TPZ
TPZ	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TPZ	2024-02-04	Son İşlem Saati	17:45
TPZ	2024-02-04	Max. Satış İşlem Miktarı	100.000.000
TPZ	2024-02-04	Min. Alış İşlem Miktarı	1
TTA	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TTA	2024-02-04	Son İşlem Saati	17:45
TTA	2024-02-04	Kodu	TTA
TTA	2024-02-04	İşlem Başlangıç Saati	09:00
TTA	2024-02-04	Min. Satış İşlem Miktarı	1
TTA	2024-02-04	Fon Alış Valörü	1.0
TTA	2024-02-04	Fonun Risk Değeri	6
TTA	2024-02-04	ISIN Kodu	TRYTISB00422
TTA	2024-02-04	Fon Satış Valörü	1.0
TTA	2024-02-04	Giriş Komisyonu	
TTA	2024-02-04	Çıkış Komisyonu	
TTA	2024-02-04	Max. Alış İşlem Miktarı	
TTA	2024-02-04	Fonun Faiz İçeriği	
TTA	2024-02-04	Min. Alış İşlem Miktarı	1
TTA	2024-02-04	Max. Satış İşlem Miktarı	
TTE	2024-02-04	ISIN Kodu	TRMTTEWWWWW0
TTE	2024-02-04	Fon Alış Valörü	1.0
TTE	2024-02-04	Min. Alış İşlem Miktarı	1
TTE	2024-02-04	Kodu	TTE
TTE	2024-02-04	Son İşlem Saati	17:45
TTE	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TTE	2024-02-04	Max. Satış İşlem Miktarı	
TTE	2024-02-04	Giriş Komisyonu	
TTE	2024-02-04	İşlem Başlangıç Saati	09:00
TTE	2024-02-04	Çıkış Komisyonu	
TTE	2024-02-04	Fonun Risk Değeri	7
TTE	2024-02-04	Min. Satış İşlem Miktarı	1
TTE	2024-02-04	Max. Alış İşlem Miktarı	
TTE	2024-02-04	Fonun Faiz İçeriği	
TTE	2024-02-04	Fon Satış Valörü	2.0
TUA	2024-02-04	Son İşlem Saati	17:45
TUA	2024-02-04	Giriş Komisyonu	
TUA	2024-02-04	Fonun Risk Değeri	7
TUA	2024-02-04	Fonun Faiz İçeriği	
TUA	2024-02-04	İşlem Başlangıç Saati	09:00
TUA	2024-02-04	Kodu	TUA
TUA	2024-02-04	Max. Alış İşlem Miktarı	500.000.000
TUA	2024-02-04	ISIN Kodu	TRYTEBK00030
TUA	2024-02-04	Min. Satış İşlem Miktarı	1
TUA	2024-02-04	Min. Alış İşlem Miktarı	1
TUA	2024-02-04	Fon Satış Valörü	1.0
TUA	2024-02-04	Fon Alış Valörü	1.0
TUA	2024-02-04	Max. Satış İşlem Miktarı	500.000.000
TUA	2024-02-04	Çıkış Komisyonu	
TUA	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TVN	2024-02-04	Max. Satış İşlem Miktarı	
TVN	2024-02-04	Min. Satış İşlem Miktarı	1
TVN	2024-02-04	ISIN Kodu	TRYKIGP00079
TVN	2024-02-04	Son İşlem Saati	17:45
TVN	2024-02-04	Fonun Risk Değeri	6
TVN	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TVN	2024-02-04	Fon Satış Valörü	3.0
TVN	2024-02-04	Giriş Komisyonu	
TVN	2024-02-04	Kodu	TVN
TVN	2024-02-04	Çıkış Komisyonu	
TVN	2024-02-04	Max. Alış İşlem Miktarı	
TVN	2024-02-04	Fonun Faiz İçeriği	
TVN	2024-02-04	Fon Alış Valörü	1.0
TVN	2024-02-04	Min. Alış İşlem Miktarı	1
TVN	2024-02-04	İşlem Başlangıç Saati	09:00
TYH	2024-02-04	Max. Satış İşlem Miktarı	200.000.000
TYH	2024-02-04	Son İşlem Saati	17:45
TYH	2024-02-04	Fonun Faiz İçeriği	
TYH	2024-02-04	Fon Alış Valörü	1.0
TYH	2024-02-04	Fonun Risk Değeri	7
TYH	2024-02-04	ISIN Kodu	TRMTYHWWWWW3
TYH	2024-02-04	Giriş Komisyonu	
TYH	2024-02-04	Min. Alış İşlem Miktarı	1
TYH	2024-02-04	Kodu	TYH
TYH	2024-02-04	İşlem Başlangıç Saati	09:00
TYH	2024-02-04	Max. Alış İşlem Miktarı	200.000.000
TYH	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TYH	2024-02-04	Min. Satış İşlem Miktarı	1
TYH	2024-02-04	Çıkış Komisyonu	
TYH	2024-02-04	Fon Satış Valörü	2.0
TZD	2024-02-04	Fonun Risk Değeri	6
TZD	2024-02-04	Min. Alış İşlem Miktarı	100
TZD	2024-02-04	Son İşlem Saati	17:45
TZD	2024-02-04	Kodu	TZD
TZD	2024-02-04	İşlem Başlangıç Saati	09:00
TZD	2024-02-04	Fon Satış Valörü	2.0
TZD	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TZD	2024-02-04	Min. Satış İşlem Miktarı	100
TZD	2024-02-04	Max. Satış İşlem Miktarı	10.000.000.000
TZD	2024-02-04	Giriş Komisyonu	
TZD	2024-02-04	Çıkış Komisyonu	
TZD	2024-02-04	ISIN Kodu	TRMTZDWWWWW9
TZD	2024-02-04	Fon Alış Valörü	1.0
TZD	2024-02-04	Max. Alış İşlem Miktarı	10.000.000.000
